Year,Station,Season,anchovy.y,bluecrab.y,bluefish.y,butter.y,calico.y,clearnosesk.y,cunner.y,dog.y,fluke.y,herring.y,hog.y,horse.y,jack.y,king.y,littlesk.y,lizard.y,mantis.y,menhaden.y,naked.y,pipe.y,puffer.y,robin.y,sand.y,scad.y,scup.y,seabass.y,seagoby.y,silverside.y,smallfl.y,spider.y,spot.y,spothake.y,squid.y,strrobin.y,tautog.y,toad.y,tomcod.y,weak.y,window.y,winterfl.y,wintersk.y,Grand.Total
1989,5,summer,11,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,11,NA,1,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,1,6,NA,62
1989,4,summer,NA,NA,NA,1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,3,NA,8,NA,NA,NA,NA,NA,NA,286
1989,5,summer,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,2,NA,39
1989,1,summer,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,4,NA,57
1989,8,summer,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,60,NA,NA,1,NA,NA,NA,NA,NA,NA,6,1,NA,NA,2,11,NA,109
1989,1,summer,NA,NA,NA,1,30,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,24,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,7,NA,73
1989,8,summer,NA,NA,NA,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,NA,NA,NA,8,NA,NA,5,NA,NA,NA,NA,8,NA,16,1,12,NA,1,28,NA,125
1989,2,summer,616,NA,NA,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,1,NA,1,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,1,10,NA,684
1989,4,summer,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,42
1989,5,summer,1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3,NA,NA,NA,2,NA,32
1989,1,summer,8,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,4,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,2,1,NA,3,NA,NA,NA,20,NA,82
1989,9,summer,593,NA,NA,17,438,NA,NA,1,NA,NA,1,10,NA,NA,NA,NA,52,NA,NA,NA,1,4,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,3,2,NA,4,NA,54,1,8,NA,1201
1989,2,summer,2040,NA,1,NA,37,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,26,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,14,5,NA,1,NA,3,1,9,NA,2152
1989,4,summer,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,6,2,7,2,NA,NA,NA,NA,NA,68
1989,7,summer,1,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,58
1989,1,fall,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,14,NA,36
1989,4,fall,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,2,NA,24
1989,6,fall,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,4,NA,1,NA,NA,NA,NA,NA,1,3,4,1,NA,NA,1,NA,NA,32
1989,7,fall,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,3,NA,NA,28
1989,9,fall,668,NA,1,NA,34,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,13,NA,NA,3,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,7,2,1,NA,NA,17,3,2,NA,761
1989,3,fall,1089,NA,NA,NA,8,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,11,6,1,2,NA,1,1,41,NA,1188
1989,4,fall,12,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,7,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,7,NA,53
1989,6,fall,1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,25
1989,9,fall,395,1,15,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,8,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,7,1,2,1,NA,7,NA,2,NA,448
1989,6,fall,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,8,1,NA,NA,1,NA,NA,28
1989,8,fall,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,10,NA,NA,NA,NA,3,NA,52
1989,9,fall,847,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,8,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,1,NA,4,NA,872
1989,3,fall,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,7,NA,31
1989,5,fall,35,NA,NA,NA,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,5,4,NA,64
1989,6,fall,145,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,2,NA,172
1989,2,fall,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,13,1,NA,NA,NA,NA,NA,5,NA,297
1989,3,fall,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,2,NA,22
1989,5,fall,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,22,NA,NA,NA,NA,8,NA,1,NA,NA,NA,1,NA,NA,42
1989,8,fall,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,5,NA,1,NA,NA,NA,NA,18
1989,1,fall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,20
1990,1,spring,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4
1990,1,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
1990,7,spring,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,10
1990,3,spring,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,7,NA,20
1990,8,spring,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,18
1990,9,spring,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,57
1990,3,spring,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,1,11,NA,22
1990,7,spring,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,117
1990,9,spring,179,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,1,15,NA,391
1990,3,spring,NA,NA,NA,NA,10,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,4,NA,1,NA,NA,18,NA,43
1990,5,spring,NA,NA,NA,NA,52,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,12,NA,73
1990,1,spring,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,17,NA,58
1990,2,spring,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA,51
1990,3,spring,1,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,44
1990,7,spring,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,25
1990,8,spring,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,6,NA,1,48,NA,191
1990,9,summer,2,NA,NA,NA,288,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,25,NA,329
1990,5,summer,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,4,NA,39
1990,4,summer,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,38
1990,3,summer,NA,NA,NA,NA,1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,54,NA,NA,NA,32,NA,NA,4,NA,NA,NA,NA,7,NA,2,NA,NA,NA,NA,23,NA,1589
1990,4,summer,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,9,NA,3,NA,NA,NA,NA,NA,NA,139
1990,4,summer,NA,1,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,44
1990,6,summer,NA,NA,NA,NA,86,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,101
1990,8,summer,NA,NA,1,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,93
1990,4,summer,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,20
1990,1,summer,NA,3,NA,2,91,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,45,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,160
1990,6,summer,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,92
1990,6,summer,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,99
1990,6,fall,NA,1,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,56
1990,2,fall,124,17,NA,NA,25,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,17,NA,300
1990,4,fall,NA,3,NA,NA,140,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,1,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,183
1990,1,fall,NA,3,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,93
1990,6,fall,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,55
1990,9,fall,934,1,1,3,7,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,1,NA,10,1,NA,NA,1,14,NA,1022
1990,6,fall,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,131
1990,7,fall,NA,1,NA,NA,183,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190
1990,5,fall,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,NA,148
1990,5,fall,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,109
1990,6,fall,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,53
1990,9,fall,1,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1,4,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,4,NA,139
1990,7,fall,NA,NA,NA,NA,48,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,56
1990,9,fall,NA,2,NA,NA,212,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,18,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,17,NA,258
1990,5,fall,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,67
1990,6,fall,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,55
1991,1,spring,NA,1,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,7,NA,28
1991,2,spring,NA,1,NA,NA,35,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,15,NA,67
1991,7,spring,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,149
1991,8,spring,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,1,12,NA,40
1991,1,spring,NA,NA,NA,NA,92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,12,NA,109
1991,9,spring,NA,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,24,NA,41
1991,6,spring,NA,NA,NA,NA,85,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,2,1,NA,NA,1,7,1,109
1991,7,spring,NA,2,NA,NA,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
1991,1,spring,NA,NA,NA,NA,1021,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,18,NA,1044
1991,4,spring,NA,NA,NA,NA,59,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,16,NA,90
1991,5,spring,NA,2,NA,NA,791,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,25,NA,821
1991,3,spring,NA,5,NA,NA,1106,NA,NA,NA,6,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,14,102,NA,1245
1991,4,spring,NA,1,NA,NA,108,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,5,NA,122
1991,2,spring,NA,8,NA,1,523,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,27,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,15,61,NA,641
1991,4,spring,NA,5,NA,NA,408,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,28,NA,NA,NA,10,NA,2,NA,NA,NA,NA,NA,1,NA,4,3,NA,NA,2,32,NA,498
1991,6,spring,NA,NA,NA,NA,796,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,48,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,1,12,NA,864
1991,4,summer,NA,2,NA,1,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,2,NA,NA,43,NA,NA,NA,1,NA,NA,NA,2,NA,2,2,NA,3,4,22,NA,677
1991,5,summer,1,1,NA,NA,664,NA,NA,NA,3,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,1,NA,6,3,15,NA,762
1991,7,summer,NA,NA,NA,NA,646,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,680
1991,2,summer,NA,1,NA,NA,235,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA,27,NA,NA,NA,13,NA,NA,NA,25,NA,1,7,NA,NA,NA,NA,NA,NA,NA,1,NA,61,2,71,NA,450
1991,4,summer,1,NA,NA,NA,450,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,NA,NA,14,NA,NA,4,NA,NA,NA,NA,NA,5,4,2,NA,17,1,17,NA,528
1991,1,summer,1,1,NA,NA,441,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,8,NA,1,19,NA,NA,NA,NA,NA,9,NA,1,NA,NA,NA,20,NA,525
1991,6,summer,NA,NA,NA,NA,481,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,515
1991,3,summer,NA,1,NA,NA,371,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,50,NA,NA,NA,7,1,NA,NA,5,NA,NA,3,NA,NA,NA,NA,1,4,NA,1,NA,2,1,19,NA,469
1991,5,summer,1,NA,NA,NA,467,NA,NA,NA,6,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,2,NA,NA,7,1,NA,NA,NA,NA,1,NA,1,NA,1,1,5,NA,515
1991,7,summer,1,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,31,NA,NA,NA,100,NA,NA,43,NA,NA,NA,NA,NA,3,NA,1,NA,20,NA,1,NA,633
1991,2,summer,3,1,NA,1,238,NA,NA,3,1,NA,2,1,1,NA,NA,NA,31,NA,NA,NA,2,1,NA,NA,57,NA,NA,5,NA,NA,NA,NA,NA,4,NA,1,NA,37,2,19,NA,410
1991,8,summer,NA,1,2,NA,155,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,15,NA,NA,3,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,5,NA,193
1991,1,summer,NA,NA,1,NA,272,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,35,NA,401
1991,2,summer,NA,NA,NA,NA,205,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,4,NA,237
